Cancer	Sample	Fusion	Junction	Spanning	Breakpoint1	Breakpoint2
GBM	TCGA-4W-AA9S-01A-11R-A39C-08	PARN--CACHD1	12	4	chr16:14593301:-	chr1:64550594:+
GBM	TCGA-4W-AA9S-01A-11R-A39C-08	KCNIP4--GRK4	5	2	chr4:21544390:-	chr4:3004231:+
GBM	TCGA-4W-AA9S-01A-11R-A39C-08	RSRP1--EIF4G3	5	2	chr1:25337040:-	chr1:20904971:-
GBM	TCGA-4W-AA9S-01A-11R-A39C-08	EPHB2--ASAP3	3	3	chr1:22865212:+	chr1:23456194:-
GBM	TCGA-4W-AA9S-01A-11R-A39C-08	GATSL2--GTF2IRD1	2	3	chr7:75019095:+	chr7:74508075:+
GBM	TCGA-4W-AA9T-01A-11R-A39C-08	USP24--DHCR24	28	27	chr1:55171556:-	chr1:54871613:-
GBM	TCGA-4W-AA9T-01A-11R-A39C-08	DAAM1--SYNCRIP	10	20	chr14:59291306:+	chr6:85619417:-
GBM	TCGA-4W-AA9T-01A-11R-A39C-08	FUT8--PCNX1	2	2	chr14:65455718:+	chr14:70946915:+
GBM	TCGA-76-4926-01B-01R-1850-01	STAG2--PAK3	20	18	chrX:124057977:+	chrX:111013828:+
GBM	TCGA-76-4926-01B-01R-1850-01	CEMIP--ZYX	11	9	chr15:80932039:+	chr7:143388219:+
GBM	TCGA-76-4926-01B-01R-1850-01	ACAP3--DVL1	6	0	chr1:1307769:-	chr1:1342758:-
GBM	TCGA-76-4926-01B-01R-1850-01	RAB40C--PRR35	3	7	chr16:590433:+	chr16:563256:+
GBM	TCGA-76-4926-01B-01R-1850-01	BMPR1A--LIPA	3	4	chr10:86756919:+	chr10:89247649:-
GBM	TCGA-76-4926-01B-01R-1850-01	SMARCA1--PGRMC1	3	1	chrX:129465520:-	chrX:119240309:+
GBM	TCGA-76-4929-01A-01R-1850-01	JMJD1C--NRBF2	15	5	chr10:63264651:-	chr10:63146209:+
GBM	TCGA-76-4929-01A-01R-1850-01	GPLD1--TDP2	7	5	chr6:24433187:-	chr6:24651069:-
GBM	TCGA-76-4929-01A-01R-1850-01	CPNE2--HS1BP3	6	3	chr16:57092790:+	chr2:20560515:-
GBM	TCGA-76-4929-01A-01R-1850-01	ZNF532--GMPR	4	0	chr18:58953799:+	chr6:16246842:+
GBM	TCGA-76-4931-01A-01R-1850-01	STARD7--HS1BP3	3	2	chr2:96187217:-	chr2:20624892:-
GBM	TCGA-76-4931-01A-01R-1850-01	CHI3L1--PTPRZ1	2	0	chr1:203184576:-	chr7:122028552:+
GBM	TCGA-76-4932-01A-01R-1850-01	TMEM200B--KHDRBS1	2	2	chr1:29123856:-	chr1:32060163:+
GBM	TCGA-OX-A56R-01A-11R-A344-08	SF3B3--RXRA	7	11	chr16:70564050:+	chr9:134401632:+
GBM	TCGA-OX-A56R-01A-11R-A344-08	STON2--SEL1L	4	2	chr14:81370988:-	chr14:81506241:-
GBM	TCGA-OX-A56R-01A-11R-A344-08	ZNF19--PARK2	1	2	chr16:71494954:-	chr6:162443473:-
GBM	TCGA-RR-A6KA-01A-21R-A344-08	ATP23--MBD6	13	44	chr12:57950615:+	chr12:57524264:+
GBM	TCGA-RR-A6KA-01A-21R-A344-08	INTS11--PRAMEF2	15	1	chr1:1324581:-	chr1:12858985:+
GBM	TCGA-RR-A6KA-01A-21R-A344-08	DAZAP1--HIVEP3	1	1	chr19:1430362:+	chr1:41628947:-
GBM	TCGA-RR-A6KB-01A-12R-A344-08	CCNT1--TUBA1C	4	4	chr12:48698138:-	chr12:49272253:+
GBM	TCGA-RR-A6KB-01A-12R-A344-08	EXOC6B--CPQ	3	0	chr2:72718103:-	chr8:96879798:+
GBM	TCGA-RR-A6KB-01A-12R-A344-08	ZDHHC17--CSRP2	2	1	chr12:76764329:+	chr12:76866261:-
GBM	TCGA-RR-A6KB-01A-12R-A344-08	NAV3--ARHGAP9	1	1	chr12:78059115:+	chr12:57479424:-
GBM	TCGA-RR-A6KC-01A-31R-A344-08	PSMD12--SEC24B	2	0	chr17:67366412:-	chr4:109506331:+
HNSC	TCGA-4P-AA8J-01A-11R-A39I-07	SUFU--ADK	19	38	chr10:102550106:+	chr10:74708321:+
HNSC	TCGA-4P-AA8J-01A-11R-A39I-07	SMPD4P1--MED15	9	54	chr22:20626096:-	chr22:20582611:+
HNSC	TCGA-4P-AA8J-01A-11R-A39I-07	MMS19--MICU1	2	8	chr10:97498273:-	chr10:72566794:-
HNSC	TCGA-BA-4075-01A-01R-1436-07	MYO1B--STAT4	55	68	chr2:191245626:+	chr2:191148204:-
HNSC	TCGA-BA-4075-01A-01R-1436-07	LAMA3--TTC39C	2	16	chr18:23949924:+	chr18:24064140:+
HNSC	TCGA-BA-4075-01A-01R-1436-07	GRK5--PDZD8	1	6	chr10:119396772:+	chr10:117318974:-
HNSC	TCGA-BA-4075-01A-01R-1436-07	KIAA1328--SUPT3H	1	3	chr18:36835376:+	chr6:44829857:-
HNSC	TCGA-BA-4075-01A-01R-1436-07	PCCB--EPHB1	1	2	chr3:136250558:+	chr3:135106448:+
HNSC	TCGA-BA-4076-01A-01R-1436-07	PHACTR2--PLAGL1	3	30	chr6:143678209:+	chr6:143968978:-
HNSC	TCGA-BA-4077-01B-01R-1436-07	WDR36--NREP	2	43	chr5:111092618:+	chr5:111735507:-
HNSC	TCGA-BA-4077-01B-01R-1436-07	NSMCE2--PACRG	1	13	chr8:125102487:+	chr6:162814147:+
HNSC	TCGA-BA-4077-01B-01R-1436-07	IRF6--C1orf21	3	3	chr1:209796348:-	chr1:184619518:+
HNSC	TCGA-BA-4077-01B-01R-1436-07	PDLIM1--SORBS1	1	2	chr10:95290820:-	chr10:95315126:-
HNSC	TCGA-BA-4078-01A-01R-1436-07	SLC2A12--SGK1	20	61	chr6:134052378:-	chr6:134262148:-
HNSC	TCGA-BA-4078-01A-01R-1436-07	PTK7--ANKS1A	5	38	chr6:43076567:+	chr6:34967239:+
HNSC	TCGA-BA-4078-01A-01R-1436-07	ATF6B--CMAHP	3	33	chr6:32116480:-	chr6:25115100:-
HNSC	TCGA-BA-4078-01A-01R-1436-07	ANKS1A--DCDC2	5	2	chr6:34889599:+	chr6:24353623:-
HNSC	TCGA-BA-4078-01A-01R-1436-07	POFUT1--FDFT1	1	1	chr20:32208065:+	chr8:11831518:+
HNSC	TCGA-BA-4078-01A-01R-1436-07	PRKDC--SPIDR	1	1	chr8:47927194:-	chr8:47595811:+
HNSC	TCGA-BA-5151-01A-01R-1436-07	STIM2--TBC1D19	1	3	chr4:26861369:+	chr4:26720081:+
HNSC	TCGA-BA-5152-01A-02R-1873-07	RBMS2--NACA	2	1	chr12:56586926:+	chr12:56713190:-
HNSC	TCGA-BA-5153-01A-01R-1436-07	TRIO--PPP2R5E	12	78	chr5:14280436:+	chr14:63382157:-
HNSC	TCGA-BA-5153-01A-01R-1436-07	ARIH2--TRIO	1	9	chr3:48918998:+	chr5:14286871:+
HNSC	TCGA-BA-5557-01A-01R-1514-07	TFRC--JUP	1	1	chr3:196082043:-	chr17:41771862:-
HNSC	TCGA-BA-5558-01A-01R-1514-07	GRAMD2--PKM	10	29	chr15:72197731:-	chr15:72202620:-
HNSC	TCGA-BA-5559-01A-01R-1514-07	SAMD12--SAMHD1	21	76	chr8:118580715:-	chr20:36916830:-
HNSC	TCGA-BA-5559-01A-01R-1514-07	SAMHD1--YIF1B	12	57	chr20:36919364:-	chr19:38305507:-
HNSC	TCGA-BA-5559-01A-01R-1514-07	YIF1B--SAMD12	2	6	chr19:38309405:-	chr8:118439961:-
HNSC	TCGA-BA-6868-01B-12R-1915-07	LAMB1--PUS7	86	384	chr7:107986022:-	chr7:105457926:-
HNSC	TCGA-BA-6868-01B-12R-1915-07	MAMDC2--MRPS28	58	165	chr9:70131612:+	chr8:79919148:-
HNSC	TCGA-BA-6868-01B-12R-1915-07	ELAVL1--LYPLA2P2	12	28	chr19:7991644:-	chr19:7879940:-
HNSC	TCGA-BA-6868-01B-12R-1915-07	SGMS1--GRID1	3	23	chr10:50466890:-	chr10:85916239:-
HNSC	TCGA-BA-6868-01B-12R-1915-07	MRPS28--MAMDC2	3	4	chr8:80002999:-	chr9:70108211:+
HNSC	TCGA-BA-6868-01B-12R-1915-07	ELAVL1--PRR36	1000	1000	chr19:7973807:-	chr19:7873617:-
HNSC	TCGA-BA-6869-01A-11R-1873-07	PEMT--RAI1	4	31	chr17:17576920:-	chr17:17724028:+
HNSC	TCGA-BA-6869-01A-11R-1873-07	RAI1--PEMT	5	26	chr17:17724159:+	chr17:17577027:-
HNSC	TCGA-BA-6869-01A-11R-1873-07	PDLIM1--TNRC6A	1	7	chr10:95263864:-	chr16:24789232:+
HNSC	TCGA-BA-6869-01A-11R-1873-07	PGD--CLSTN1	1	1	chr1:10399704:+	chr1:9730705:-
HNSC	TCGA-BA-6871-01A-11R-1873-07	NUAK2--LEMD1	39	157	chr1:205311705:-	chr1:205420574:-
HNSC	TCGA-BA-6871-01A-11R-1873-07	BAIAP2--TBCD	38	148	chr17:81086580:+	chr17:82889668:+
HNSC	TCGA-BA-6871-01A-11R-1873-07	SCNN1A--DCP1B	8	78	chr12:6348727:-	chr12:1946286:-
HNSC	TCGA-BA-6871-01A-11R-1873-07	NR4A1--IL20RB	9	17	chr12:52041929:+	chr3:136980466:+
HNSC	TCGA-BA-6871-01A-11R-1873-07	ZNF76--ANKS1A	1	9	chr6:35259727:+	chr6:35017473:+
HNSC	TCGA-BA-6872-01A-11R-1873-07	SELENOW--EHD2	21	92	chr19:47778814:+	chr19:47740881:+
HNSC	TCGA-BA-6872-01A-11R-1873-07	LYPD1--NCKAP5	3	11	chr2:132668400:-	chr2:132732051:-
HNSC	TCGA-BA-6872-01A-11R-1873-07	EGFR--DYM	1	14	chr7:55019365:+	chr18:49391645:-
HNSC	TCGA-BA-6872-01A-11R-1873-07	HIPK3--WT1-AS	1	5	chr11:33257889:+	chr11:32452021:+
HNSC	TCGA-BA-6873-01A-11R-1873-07	ALDH1A3--IGF1R	1	3	chr15:100887712:+	chr15:98891325:+
HNSC	TCGA-BA-6873-01A-11R-1873-07	LTBP3--CERS3	1	3	chr11:65553701:-	chr15:100402865:-
HNSC	TCGA-BA-7269-01A-11R-2016-07	FOXN2--PLB1	30	79	chr2:48314814:+	chr2:28640927:+
HNSC	TCGA-BA-7269-01A-11R-2016-07	MARK2--BPIFA2	12	36	chr11:63839560:+	chr20:33178147:+
HNSC	TCGA-BA-7269-01A-11R-2016-07	TAOK1--PARD6G	6	12	chr17:29467216:+	chr18:80183150:-
HNSC	TCGA-BA-A4IG-01A-11R-A266-07	MAP2K2--PSMD9	40	296	chr19:4110509:-	chr12:121915856:+
HNSC	TCGA-BA-A4IG-01A-11R-A266-07	TNS4--CCR7	1	7	chr17:40487036:-	chr17:40555818:-
HNSC	TCGA-BA-A4IG-01A-11R-A266-07	CMTM4--SULT1E1	2	2	chr16:66696340:-	chr4:69857653:-
HNSC	TCGA-BA-A4II-01A-11R-A266-07	GSE1--EMC8	23	113	chr16:85613398:+	chr16:85789050:-
HNSC	TCGA-BA-A4II-01A-11R-A266-07	MARK2--C11orf84	6	90	chr11:63900678:+	chr11:63826928:+
HNSC	TCGA-BA-A4II-01A-11R-A266-07	AKAP9--ANKIB1	3	10	chr7:91941147:+	chr7:92294889:+
HNSC	TCGA-BA-A4II-01A-11R-A266-07	WRAP53--MPDU1	3	6	chr17:7686078:+	chr17:7591851:+
HNSC	TCGA-BA-A4II-01A-11R-A266-07	KLHDC4--CA5A	2	9	chr16:87765792:-	chr16:87902520:-
HNSC	TCGA-BA-A4II-01A-11R-A266-07	TOP2A--TLK2	1	2	chr17:40416740:-	chr17:62560016:+
HNSC	TCGA-BA-A6D8-01A-31R-A31N-07	DEDD--UFC1	13	39	chr1:161130815:-	chr1:161153926:+
HNSC	TCGA-BA-A6D8-01A-31R-A31N-07	PCNX1--TTLL5	6	17	chr14:71103669:+	chr14:75954424:+
HNSC	TCGA-BA-A6DB-01A-11R-A30B-07	DLG1--TMEM44	1	3	chr3:197282679:-	chr3:194623695:-
HNSC	TCGA-BA-A6DE-01A-22R-A31N-07	C18orf8--PSPC1	16	121	chr18:23509279:+	chr13:19772543:-
HNSC	TCGA-BA-A6DE-01A-22R-A31N-07	MAP2--ICA1L	9	45	chr2:209424276:+	chr2:202816009:-
HNSC	TCGA-BA-A6DJ-01A-11R-A30B-07	UBE4B--PEX14	12	43	chr1:10033694:+	chr1:10536213:+
HNSC	TCGA-BA-A6DJ-01A-11R-A30B-07	VMP1--TUBD1	5	21	chr17:59817773:+	chr17:59878334:-
HNSC	TCGA-BA-A6DL-01A-21R-A30B-07	PARL--ABCC5	6	13	chr3:183884722:-	chr3:184014447:-
HNSC	TCGA-BA-A6DL-01A-21R-A30B-07	CLTA--GNE	1	6	chr9:36204179:+	chr9:36249397:-
HNSC	TCGA-BA-A8YP-01A-11R-A39I-07	PRPSAP2--PLLP	16	33	chr17:18867334:+	chr16:57258584:-
HNSC	TCGA-BA-A8YP-01A-11R-A39I-07	NRIP1--GDPD1	11	29	chr21:15064745:-	chr17:59245414:+
HNSC	TCGA-BA-A8YP-01A-11R-A39I-07	ZFR--PLEKHG4B	6	17	chr5:32379115:-	chr5:181514:+
HNSC	TCGA-BA-A8YP-01A-11R-A39I-07	KBTBD2--PDE1C	5	8	chr7:32891536:-	chr7:32169956:-
HNSC	TCGA-BA-A8YP-01A-11R-A39I-07	KDM6A--DLL1	4	10	chrX:44974715:+	chr6:170286298:-
HNSC	TCGA-BA-A8YP-01A-11R-A39I-07	DANCR--GTF3C3	5	5	chr4:52712959:+	chr2:196770039:-
HNSC	TCGA-BA-A8YP-01A-11R-A39I-07	RSF1--TENM4	3	5	chr11:77820528:-	chr11:78738570:-
HNSC	TCGA-BB-4217-01A-11R-2081-07	TUBD1--INPP5D	5	14	chr17:59886083:-	chr2:233182410:+
HNSC	TCGA-BB-4223-01A-01R-1436-07	PAN3--NTRK2	7	5	chr13:28139087:+	chr9:84934162:+
HNSC	TCGA-BB-4223-01A-01R-1436-07	FAM69A--LRRC8D	4	11	chr1:92961376:-	chr1:89843638:+
HNSC	TCGA-BB-4223-01A-01R-1436-07	OBSCN--CASZ1	3	15	chr1:228224734:+	chr1:10665571:-
HNSC	TCGA-BB-4223-01A-01R-1436-07	ATP11B--NAALADL2	3	10	chr3:182869331:+	chr3:175655481:+
HNSC	TCGA-BB-4224-01A-01R-1436-07	PACS2--DIO3OS	16	59	chr14:105353733:+	chr14:101552757:-
HNSC	TCGA-BB-4224-01A-01R-1436-07	NOTCH1--SDCCAG3	10	37	chr9:136544024:-	chr9:136407938:-
HNSC	TCGA-BB-4224-01A-01R-1436-07	ATF7--ATP5G2	9	33	chr12:53626280:-	chr12:53676660:-
HNSC	TCGA-BB-4225-01A-01R-1436-07	KCNQ1--METTL15	10	52	chr11:2445484:+	chr11:28526475:+
HNSC	TCGA-BB-4227-01A-01R-1873-07	MSI2--UTP18	11	65	chr17:57401471:+	chr17:51296965:+
HNSC	TCGA-BB-4227-01A-01R-1873-07	GLS--MYO1B	12	60	chr2:190924593:+	chr2:191276887:+
HNSC	TCGA-BB-4227-01A-01R-1873-07	RAP2B--ANAPC16	7	27	chr3:153163057:+	chr10:72230366:+
HNSC	TCGA-BB-4227-01A-01R-1873-07	RAP2B--ASCC1	6	16	chr3:153163577:+	chr10:72216072:-
HNSC	TCGA-BB-4227-01A-01R-1873-07	TTLL11--NDUFA8	2	16	chr9:122039272:-	chr9:122148277:-
HNSC	TCGA-BB-7861-01A-11R-2232-07	PUM1--KIAA1211	7	14	chr1:30992390:-	chr4:56323377:+
HNSC	TCGA-BB-7861-01A-11R-2232-07	TMLHE--NEDD9	2	8	chrX:155513986:-	chr6:11193692:-
HNSC	TCGA-BB-7861-01A-11R-2232-07	HERC4--CTNNA3	1	9	chr10:67990211:-	chr10:65920617:-
HNSC	TCGA-BB-7866-01A-11R-2232-07	EIF2S2--NCOA6	11	29	chr20:34098498:-	chr20:34743341:-
HNSC	TCGA-BB-7866-01A-11R-2232-07	TAF4--STX16	2	42	chr20:61997550:-	chr20:58667490:+
HNSC	TCGA-BB-7866-01A-11R-2232-07	XRN1--GK5	1	4	chr3:142347234:-	chr3:142215692:-
HNSC	TCGA-BB-7871-01A-11R-2232-07	POLH--EZR	5	16	chr6:43615525:+	chr6:158766444:-
HNSC	TCGA-BB-7871-01A-11R-2232-07	ADK--TAF1D	2	4	chr10:74224591:+	chr11:93732291:-
HNSC	TCGA-BB-7872-01A-11R-2232-07	RBBP8--TAF4B	7	32	chr18:22936960:+	chr18:26265170:+
HNSC	TCGA-BB-7872-01A-11R-2232-07	TP53TG1--ABCB1	6	21	chr7:87341523:-	chr7:87553932:-
HNSC	TCGA-BB-8596-01A-11R-2403-07	SF1--HRASLS2	25	164	chr11:64766900:-	chr11:63558660:-
HNSC	TCGA-BB-A5HY-01A-11R-A28V-07	DTX2--ZP3	29	342	chr7:76463709:+	chr7:76425052:+
HNSC	TCGA-BB-A5HY-01A-11R-A28V-07	SIN3A--SNUPN	15	36	chr15:75451423:-	chr15:75621056:-
HNSC	TCGA-BB-A5HY-01A-11R-A28V-07	BDP1--PMCHL2	9	47	chr5:71483896:+	chr5:71377506:+
HNSC	TCGA-BB-A5HY-01A-11R-A28V-07	SLC25A17--DMC1	1	7	chr22:40799023:-	chr22:38569390:-
HNSC	TCGA-BB-A5HY-01A-11R-A28V-07	NIN--SAV1	1	3	chr14:50770388:-	chr14:50665619:-
HNSC	TCGA-C9-A47Z-01A-11R-A24H-07	AK3--IL33	8	197	chr9:4740937:-	chr9:6241684:+
HNSC	TCGA-C9-A47Z-01A-11R-A24H-07	NDRG3--CPLX1	5	9	chr20:36746045:-	chr4:792608:-
HNSC	TCGA-CN-4723-01A-01R-1436-07	DNM1--LCN2	35	120	chr9:128203631:+	chr9:128151638:+
HNSC	TCGA-CN-4723-01A-01R-1436-07	KIAA0319L--DLGAP3	6	79	chr1:35554350:-	chr1:34869089:-
HNSC	TCGA-CN-4723-01A-01R-1436-07	CACNA2D1--NAALADL2	11	15	chr7:82335135:-	chr3:175737306:+
HNSC	TCGA-CN-4725-01A-01R-1436-07	SLAIN2--CWH43	20	173	chr4:48383784:+	chr4:49003735:+
HNSC	TCGA-CN-4725-01A-01R-1436-07	ZNF236--ZNF627	2	4	chr18:76881512:+	chr19:11614527:+
HNSC	TCGA-CN-4726-01A-01R-1436-07	DSG1--DSP	1	7	chr18:31331867:+	chr6:7567781:+
HNSC	TCGA-CN-4726-01A-01R-1436-07	CHMP5--SPINK4	1	2	chr9:33276564:+	chr9:33245112:+
HNSC	TCGA-CN-4726-01A-01R-1436-07	PPP1R9B--COL1A1	1	2	chr17:50149143:-	chr17:50192850:-
HNSC	TCGA-CN-4728-01A-01R-1436-07	NLGN4Y--VAMP7	2	3	chrY:14622591:+	chrY:57126221:+
HNSC	TCGA-CN-4728-01A-01R-1436-07	TSC22D1--LETM1	1	5	chr13:44573163:-	chr4:1825683:-
HNSC	TCGA-CN-4730-01A-01R-1436-07	STARD3--OAZ1	1	2	chr17:39658522:+	chr19:2271782:+
HNSC	TCGA-CN-4731-01A-01R-1436-07	SCAF1--FLT3LG	14	56	chr19:49653705:+	chr19:49478909:+
HNSC	TCGA-CN-4731-01A-01R-1436-07	PPP3CC--PIWIL2	5	31	chr8:22475624:+	chr8:22281120:+
HNSC	TCGA-CN-4731-01A-01R-1436-07	WDR82--NT5DC2	5	29	chr3:52287833:-	chr3:52529334:-
HNSC	TCGA-CN-4731-01A-01R-1436-07	SLC3A2--GNG3	4	6	chr11:62856381:+	chr11:62707700:+
HNSC	TCGA-CN-4733-01A-02R-1873-07	RCL1--PLGRKT	11	18	chr9:4793227:+	chr9:5361888:-
HNSC	TCGA-CN-4733-01A-02R-1873-07	EPB41L1--TGM3	7	20	chr20:36092813:+	chr20:2309657:+
HNSC	TCGA-CN-4735-01A-01R-1436-07	CDC42BPB--PPP4R3A	8	36	chr14:103003928:-	chr14:91461607:-
HNSC	TCGA-CN-4735-01A-01R-1436-07	TTC7B--PPP2R5C	1	17	chr14:90730075:-	chr14:101856686:+
HNSC	TCGA-CN-4735-01A-01R-1436-07	PSD3--ANO1	2	6	chr8:18867674:-	chr11:70087752:+
HNSC	TCGA-CN-4736-01A-01R-1436-07	MAP3K5--ARFIP1	3	17	chr6:136791710:-	chr4:152872452:+
HNSC	TCGA-CN-4736-01A-01R-1436-07	PRRG4--QSER1	1	3	chr11:32830632:+	chr11:32953857:+
HNSC	TCGA-CN-4737-01A-01R-1436-07	TBC1D12--HELLS	4	15	chr10:94442019:+	chr10:94588229:+
HNSC	TCGA-CN-4738-01A-02R-1514-07	TLE3--THAP10	20	55	chr15:70094532:-	chr15:70882908:-
HNSC	TCGA-CN-4739-01A-02R-1514-07	TBC1D2--GABBR2	2	18	chr9:98228952:-	chr9:98496514:-
HNSC	TCGA-CN-4739-01A-02R-1514-07	USP25--PCNT	1	3	chr21:15811210:+	chr21:46421970:+
HNSC	TCGA-CN-4741-01A-01R-1436-07	PIP5K1C--MATK	7	27	chr19:3700297:-	chr19:3781672:-
HNSC	TCGA-CN-4742-01A-02R-1514-07	NCKAP1--PARD3	29	116	chr2:183023806:-	chr10:34696419:-
HNSC	TCGA-CN-4742-01A-02R-1514-07	ELMSAN1--ANO1	2	11	chr14:73727458:-	chr11:70111707:+
HNSC	TCGA-CN-4742-01A-02R-1514-07	KLF7--ALS2	1	3	chr2:207165467:-	chr2:201768945:-
HNSC	TCGA-CN-5355-01A-01R-1436-07	HMGXB3--CAPN1	8	60	chr5:150001179:+	chr11:65204683:+
HNSC	TCGA-CN-5355-01A-01R-1436-07	SMG1P3--ME1	2	16	chr16:21519828:-	chr6:83352139:-
HNSC	TCGA-CN-5355-01A-01R-1436-07	BOP1--PLEC	1	2	chr8:144276224:-	chr8:143938692:-
HNSC	TCGA-CN-5359-01A-01R-1436-07	NEDD4L--CDH19	2	28	chr18:58165861:+	chr18:66572316:-
HNSC	TCGA-CN-5359-01A-01R-1436-07	TSFM--OS9	5	4	chr12:57793073:+	chr12:57695962:+
HNSC	TCGA-CN-5359-01A-01R-1436-07	LAMB1--ATXN7L1	2	12	chr7:107986022:-	chr7:105761463:-
HNSC	TCGA-CN-5361-01A-01R-1436-07	SRPK1--SOX2-OT	1	19	chr6:35920468:-	chr3:181563720:+
HNSC	TCGA-CN-5361-01A-01R-1436-07	RNPEP--MICALL1	1	1	chr1:202004496:+	chr22:37932798:+
HNSC	TCGA-CN-5363-01A-01R-1436-07	NSF--STRADA	3	14	chr17:46704854:+	chr17:63690597:-
HNSC	TCGA-CN-5363-01A-01R-1436-07	CD44--TRIM44	1	14	chr11:35139370:+	chr11:35725924:+
HNSC	TCGA-CN-5364-01A-01R-1436-07	PTPN1--P2RX4	11	49	chr20:50510590:+	chr12:121217134:+
HNSC	TCGA-CN-5364-01A-01R-1436-07	INTS12--CXXC4	1	13	chr4:105691976:-	chr4:104472366:-
HNSC	TCGA-CN-5366-01A-01R-1436-07	ESPN--FBLIM1	1	41	chr1:6460110:+	chr1:15784548:+
HNSC	TCGA-CN-5367-01A-01R-1436-07	CPT1A--KMT5B	31	88	chr11:68799218:-	chr11:68167178:-
HNSC	TCGA-CN-5367-01A-01R-1436-07	FCHSD2--GUCY1A2	11	85	chr11:73140031:-	chr11:106986131:-
HNSC	TCGA-CN-5367-01A-01R-1436-07	MAX--RUNX2	7	40	chr14:65093708:-	chr6:45437947:+
HNSC	TCGA-CN-5367-01A-01R-1436-07	CEP126--YAP1	8	12	chr11:101922760:+	chr11:102162456:+
HNSC	TCGA-CN-5367-01A-01R-1436-07	RUNX2--MAX	3	6	chr6:45432019:+	chr14:65078036:-
HNSC	TCGA-CN-5367-01A-01R-1436-07	ARHGAP42--FAM168A	1	4	chr11:100795166:+	chr11:73468492:-
HNSC	TCGA-CN-5369-01A-01R-1436-07	TNFSF14--GRAMD1A	1	7	chr19:6667113:-	chr19:35019191:+
HNSC	TCGA-CN-5370-01A-01R-2016-07	THBS1--NRG1	20	71	chr15:39584422:+	chr8:32727949:+
HNSC	TCGA-CN-5370-01A-01R-2016-07	FOXP1--PXDNL	2	10	chr3:71493426:-	chr8:51499770:-
HNSC	TCGA-CN-5370-01A-01R-2016-07	FOXN1--PRKDC	3	5	chr17:28506443:+	chr8:47785317:-
HNSC	TCGA-CN-6010-01A-11R-1686-07	MAPK10--CCSER1	2	19	chr4:86453030:-	chr4:90308244:+
HNSC	TCGA-CN-6012-01A-11R-1686-07	TIMELESS--GLS2	10	73	chr12:56437466:-	chr12:56471895:-
HNSC	TCGA-CN-6013-01A-11R-1686-07	POLR2B--REST	23	43	chr4:56990898:+	chr4:56966656:+
HNSC	TCGA-CN-6013-01A-11R-1686-07	NFYC--CTPS1	3	33	chr1:40691867:+	chr1:41001029:+
HNSC	TCGA-CN-6017-01A-11R-1686-07	TNNT3--COL1A1	1000	1000	chr11:1934885:+	chr17:50197994:-
HNSC	TCGA-CN-6018-01A-11R-1686-07	SMURF1--AZGP1	6	31	chr7:99143726:-	chr7:99972006:-
HNSC	TCGA-CN-6018-01A-11R-1686-07	SMURF1--GJC3	1	13	chr7:99143726:-	chr7:99923603:-
HNSC	TCGA-CN-6020-01A-11R-1686-07	MIRLET7BHG--SCUBE1	7	39	chr22:46103249:+	chr22:43339235:-
HNSC	TCGA-CN-6020-01A-11R-1686-07	NSD3--ASH2L	1	10	chr8:38304587:-	chr8:38143739:+
HNSC	TCGA-CN-6022-01A-21R-1686-07	IQCH--MAP2K5	1	3	chr15:67261394:+	chr15:67693518:+
HNSC	TCGA-CN-6023-01A-11R-1686-07	NDUFAF6--DPY19L4	2	5	chr8:94975415:+	chr8:94726331:+
HNSC	TCGA-CN-6024-01A-11R-1686-07	SPEN--C1orf64	30	77	chr1:15848150:+	chr1:16005919:+
HNSC	TCGA-CN-6024-01A-11R-1686-07	CBFA2T2--HM13	9	28	chr20:33490301:+	chr20:31544947:+
HNSC	TCGA-CN-6024-01A-11R-1686-07	GAPDH--TNC	1	9	chr12:6537010:+	chr9:115021267:-
HNSC	TCGA-CN-6989-01A-11R-1915-07	TMSB10--COL6A2	1	3	chr2:84905718:+	chr21:46111450:+
HNSC	TCGA-CN-6992-01A-11R-1915-07	IVNS1ABP--BAHCC1	12	31	chr1:185299710:-	chr17:81426800:+
HNSC	TCGA-CN-6992-01A-11R-1915-07	TPX2--UNC5D	3	7	chr20:31742647:+	chr8:35549292:+
HNSC	TCGA-CN-6992-01A-11R-1915-07	DESI2--C1orf101	1	12	chr1:244653355:+	chr1:244635489:+
HNSC	TCGA-CN-6992-01A-11R-1915-07	MED13--INTS2	1000	1000	chr17:61962752:-	chr17:61912070:-
HNSC	TCGA-CN-6994-01A-11R-1915-07	PHF21A--GLIS2	4	29	chr11:45945840:-	chr16:4336725:+
HNSC	TCGA-CN-6994-01A-11R-1915-07	TYMP--ATP8B4	1	10	chr22:50529904:-	chr15:49987549:-
HNSC	TCGA-CN-6994-01A-11R-1915-07	FKBP3--FANCM	1	3	chr14:45129794:-	chr14:45148837:+
HNSC	TCGA-CN-6995-01A-31R-2016-07	ANO1--FOLR3	2	25	chr11:70132079:+	chr11:72135947:+
HNSC	TCGA-CN-6997-01A-11R-2016-07	LYN--NTRK3	24	146	chr8:55953984:+	chr15:88033045:-
HNSC	TCGA-CN-A498-01A-11R-A24H-07	NOTCH1--MAPK1	3	12	chr9:136511152:-	chr22:21788808:-
HNSC	TCGA-CN-A498-01A-11R-A24H-07	MAPK1--NOTCH1	1	7	chr22:21799012:-	chr9:136519565:-
