OncogeneID	OncogeneName	Alias	Links	Cytoband	FullName	GeneType
51053	GMNN	Gem|MGORS6	MIM:602842|HGNC:HGNC:17493|Ensembl:ENSG00000112312|HPRD:06783|Vega:OTTHUMG00000014363	6p22.3	geminin, DNA replication inhibitor	protein-coding
50937	CDON	CDO|CDON1|HPE11|ORCAM	MIM:608707|HGNC:HGNC:17104|Ensembl:ENSG00000064309|HPRD:16372|Vega:OTTHUMG00000165862	11q24.2	cell adhesion associated, oncogene regulated	protein-coding
5087	PBX1	-	MIM:176310|HGNC:HGNC:8632|Ensembl:ENSG00000185630|HPRD:08889|Vega:OTTHUMG00000034307	1q23	pre-B-cell leukemia homeobox 1	protein-coding
5078	PAX4	KPD|MODY9	MIM:167413|HGNC:HGNC:8618|Ensembl:ENSG00000106331|HPRD:01333|Vega:OTTHUMG00000157562	7q32	paired box 4	protein-coding
5077	PAX3	CDHS|HUP2|WS1|WS3	MIM:606597|HGNC:HGNC:8617|Ensembl:ENSG00000135903|HPRD:09421|Vega:OTTHUMG00000133157	2q35	paired box 3	protein-coding
5076	PAX2	FSGS7|PAPRS	MIM:167409|HGNC:HGNC:8616|Ensembl:ENSG00000075891|HPRD:01330|Vega:OTTHUMG00000018913	10q24	paired box 2	protein-coding
5058	PAK1	PAKalpha	MIM:602590|HGNC:HGNC:8590|Ensembl:ENSG00000149269|HPRD:03995|Vega:OTTHUMG00000165138	11q13.5-q14.1	p21 protein (Cdc42/Rac)-activated kinase 1	protein-coding
5036	PA2G4	EBP1|HG4-1|p38-2G4	MIM:602145|HGNC:HGNC:8550|Ensembl:ENSG00000170515|HPRD:03685|Vega:OTTHUMG00000170173	12q13.2	proliferation-associated 2G4	protein-coding
4973	OLR1	CLEC8A|LOX1|LOXIN|SCARE1|SLOX1	MIM:602601|HGNC:HGNC:8133|Ensembl:ENSG00000173391|HPRD:04003|Vega:OTTHUMG00000168527	12p13.2-p12.3	oxidized low density lipoprotein receptor 1	protein-coding
4928	NUP98	ADIR2|NUP196|NUP96	MIM:601021|HGNC:HGNC:8068|Ensembl:ENSG00000110713|HPRD:03012|Vega:OTTHUMG00000011846	11p15.5	nucleoporin 98kDa	protein-coding
4869	NPM1	B23|NPM	MIM:164040|HGNC:HGNC:7910|Ensembl:ENSG00000181163|HPRD:01246|Vega:OTTHUMG00000130465	5q35.1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	protein-coding
4851	NOTCH1	AOS5|AOVD1|TAN1|hN1	MIM:190198|HGNC:HGNC:7881|Ensembl:ENSG00000148400|HPRD:01827|Vega:OTTHUMG00000020935	9q34.3	notch 1	protein-coding
4830	NME1	AWD|GAAD|NB|NBS|NDKA|NDPK-A|NDPKA|NM23|NM23-H1	MIM:156490|HGNC:HGNC:7849|Ensembl:ENSG00000239672|HPRD:01131|Vega:OTTHUMG00000137474	17q21.3	NME/NM23 nucleoside diphosphate kinase 1	protein-coding
4791	NFKB2	CVID10|H2TF1|LYT-10|LYT10|NF-kB2|p100|p49/p100|p52	MIM:164012|HGNC:HGNC:7795|Ensembl:ENSG00000077150|HPRD:01239|Vega:OTTHUMG00000018962	10q24	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2	protein-coding
4739	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	MIM:602265|HGNC:HGNC:7733|Ensembl:ENSG00000111859|HPRD:11888|Vega:OTTHUMG00000014255	6p24.2	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
4734	NEDD4	NEDD4-1|RPF1	MIM:602278|HGNC:HGNC:7727|Ensembl:ENSG00000069869|HPRD:03786|Vega:OTTHUMG00000132015	15q	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	protein-coding
466	ATF1	EWS-ATF1|FUS/ATF-1|TREB36	MIM:123803|HGNC:HGNC:783|Ensembl:ENSG00000123268|HPRD:00440|Vega:OTTHUMG00000169482	12q13	activating transcription factor 1	protein-coding
4615	MYD88	MYD88D	MIM:602170|HGNC:HGNC:7562|Ensembl:ENSG00000172936|HPRD:03703|Vega:OTTHUMG00000131083	3p22	myeloid differentiation primary response 88	protein-coding
4610	MYCL	L-Myc|LMYC|MYCL1|bHLHe38	MIM:164850|HGNC:HGNC:7555|Ensembl:ENSG00000116990|HPRD:01279|Vega:OTTHUMG00000009243	1p34.2	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	protein-coding
4585	MUC4	ASGP|HSA276359|MUC-4	MIM:158372|HGNC:HGNC:7514|Ensembl:ENSG00000145113|HPRD:11829|Vega:OTTHUMG00000151827	3q29	mucin 4, cell surface associated	protein-coding
4582	MUC1	ADMCKD|ADMCKD1|CA 15-3|CD227|EMA|H23AG|KL-6|MAM6|MCD|MCKD|MCKD1|MUC-1|MUC-1/SEC|MUC-1/X|MUC1/ZD|PEM|PEMT|PUM	MIM:158340|HGNC:HGNC:7508|Ensembl:ENSG00000185499|HPRD:01152|Vega:OTTHUMG00000035681	1q21	mucin 1, cell surface associated	protein-coding
4515	MTCP1	P13MTCP1|p8MTCP1	MIM:300116|HGNC:HGNC:7423|Ensembl:ENSG00000214827|HPRD:02122|Vega:OTTHUMG00000156241	Xq28	mature T-cell proliferation 1	protein-coding
442919	MIR374A	MIRN374|MIRN374A|hsa-mir-374|mir-374a	HGNC:HGNC:31788|miRBase:MI0000782	Xq13.2	microRNA 374a	ncRNA
442891	MIR135B	MIRN135B|mir-135b	HGNC:HGNC:31760|Ensembl:ENSG00000199059|miRBase:MI0000810	1q32.1	microRNA 135b	ncRNA
4330	MN1	MGCR|MGCR1|MGCR1-PEN|dJ353E16.2	MIM:156100|HGNC:HGNC:7180|Ensembl:ENSG00000169184|HPRD:08862|Vega:OTTHUMG00000150975	22q12.1	meningioma (disrupted in balanced translocation) 1	protein-coding
4321	MMP12	HME|ME|MME|MMP-12	MIM:601046|HGNC:HGNC:7158|Ensembl:ENSG00000262406|HPRD:03027|Vega:OTTHUMG00000165848	11q22.3	matrix metallopeptidase 12	protein-coding
4301	MLLT4	AF6|MLL-AF6	MIM:159559|HGNC:HGNC:7137|Ensembl:ENSG00000130396|HPRD:01164|Vega:OTTHUMG00000016031	6q27	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 4	protein-coding
4298	MLLT1	ENL|LTG19|YEATS1	MIM:159556|HGNC:HGNC:7134|Ensembl:ENSG00000130382|HPRD:15933|Vega:OTTHUMG00000180757	19p13.3	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1	protein-coding
4286	MITF	CMM8|MI|WS2|WS2A|bHLHe32	MIM:156845|HGNC:HGNC:7105|Ensembl:ENSG00000187098|HPRD:01138|Vega:OTTHUMG00000149921	3p13	microphthalmia-associated transcription factor	protein-coding
4242	MFNG	-	MIM:602577|HGNC:HGNC:7038|Ensembl:ENSG00000100060|HPRD:03988|Vega:OTTHUMG00000150560	22q12	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein-coding
4218	RAB8A	MEL|RAB8	MIM:165040|HGNC:HGNC:7007|HPRD:01296	19p13.1	RAB8A, member RAS oncogene family	protein-coding
4163	MCC	MCC1	MIM:159350|HGNC:HGNC:6935|Ensembl:ENSG00000171444|HPRD:01157|Vega:OTTHUMG00000128804	5q21	mutated in colorectal cancers	protein-coding
4152	MBD1	CXXC3|PCM1|RFT	MIM:156535|HGNC:HGNC:6916|Ensembl:ENSG00000141644|HPRD:01133|Vega:OTTHUMG00000132669	18q21	methyl-CpG binding domain protein 1	protein-coding
415116	PIM3	pim-3	MIM:610580|HGNC:HGNC:19310|Ensembl:ENSG00000198355|HPRD:15137|Vega:OTTHUMG00000150290	22q13	Pim-3 proto-oncogene, serine/threonine kinase	protein-coding
4110	MAGEA11	CT1.11|MAGE-11|MAGE11|MAGEA-11	MIM:300344|HGNC:HGNC:6798|Ensembl:ENSG00000185247|HPRD:02281|Vega:OTTHUMG00000022633	Xq28	MAGE family member A11	protein-coding
4072	EPCAM	DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|M4S1|MIC18|MK-1|TACSTD1|TROP1	MIM:185535|HGNC:HGNC:11529|Ensembl:ENSG00000119888|HPRD:01709|Vega:OTTHUMG00000128853	2p21	epithelial cell adhesion molecule	protein-coding
407050	MIR93	MIRN9|MIRN93|hsa-mir-93|miR-93	MIM:612984|HGNC:HGNC:31645|Ensembl:ENSG00000207757|miRBase:MI0000095	7q22.1	microRNA 93	ncRNA
407048	MIR92A1	MIR92-1|MIRN92-1|MIRN92A-1|MIRN92A1|miRNA92-1|mir-92a-1	MIM:609422|HGNC:HGNC:31643|Ensembl:ENSG00000276018|miRBase:MI0000093	13q31.3	microRNA 92a-1	ncRNA
407040	MIR34A	MIRN34A|miRNA34A|mir-34|mir-34a	MIM:611172|HGNC:HGNC:31635|Ensembl:ENSG00000207865|miRBase:MI0000268	1p36.22|1p36.22	microRNA 34a	ncRNA
407035	MIR31	MIRN31|hsa-mir-31|miR-31	MIM:612155|HGNC:HGNC:31630|Ensembl:ENSG00000199177|miRBase:MI0000089	9p21.3	microRNA 31	ncRNA
407027	MIR301A	MIR301|MIRN301|MIRN301A|mir-301a	MIM:615675|HGNC:HGNC:31622|Ensembl:ENSG00000207996|miRBase:MI0000745	17q22	microRNA 301a	ncRNA
407009	MIR224	MIRN224|miRNA224	MIM:300769|HGNC:HGNC:31604|Ensembl:ENSG00000207621|miRBase:MI0000301	Xq28	microRNA 224	ncRNA
407008	MIR223	MIRN223|miRNA223|mir-223	MIM:300694|HGNC:HGNC:31603|Ensembl:ENSG00000207939|miRBase:MI0000300	Xq12	microRNA 223	ncRNA
4070	TACSTD2	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	MIM:137290|HGNC:HGNC:11530|Ensembl:ENSG00000184292|HPRD:00672|Vega:OTTHUMG00000010067	1p32	tumor-associated calcium signal transducer 2	protein-coding
406985	MIR200C	MIRN200C|mir-200c	MIM:612092|HGNC:HGNC:31580|miRBase:MI0000650	12p13.31	microRNA 200c	ncRNA
406982	MIR20A	MIR20|MIRN20|MIRN20A|hsa-mir-20|hsa-mir-20a|miR-20|miRNA20A|mir-20a	MIM:609420|HGNC:HGNC:31577|Ensembl:ENSG00000275534|miRBase:MI0000076	13q31.3	microRNA 20a	ncRNA
406980	MIR19B1	MIR19B|MIRN19B1|miR-19b-1|miRNA19B1	MIM:609419|HGNC:HGNC:31575|Ensembl:ENSG00000275802|miRBase:MI0000074	13q31.3	microRNA 19b-1	ncRNA
406979	MIR19A	MIRN19A|hsa-mir-19a|miR-19a|miRNA19A	MIM:609418|HGNC:HGNC:31574|Ensembl:ENSG00000277328|miRBase:MI0000073	13q31.3	microRNA 19a	ncRNA
406972	MIR196A1	MIRN196-1|MIRN196A1|mir-196a-1	MIM:608632|HGNC:HGNC:31567|Ensembl:ENSG00000210741|miRBase:MI0000238	17q21.32	microRNA 196a-1	ncRNA
406966	MIR191	MIRN191|miR-191	MIM:615150|HGNC:HGNC:31561|Ensembl:ENSG00000207605|miRBase:MI0000465	3p21.31	microRNA 191	ncRNA
406958	MIR182	MIRN182|miRNA182|mir-182	MIM:611607|HGNC:HGNC:31553|Ensembl:ENSG00000207990|miRBase:MI0000272	7q32.2	microRNA 182	ncRNA
406953	MIR18A	MIR18|MIRN18|MIRN18A|hsa-mir-18|hsa-mir-18a|miR-18|miRNA18A|mir-18a	MIM:609417|HGNC:HGNC:31548|miRBase:MI0000072	13q31.3	microRNA 18a	ncRNA
406952	MIR17	MIR17-5p|MIR91|MIRN17|MIRN91|hsa-mir-17|miR-17|miR17-3p|miRNA17|miRNA91	MIM:609416|HGNC:HGNC:31547|Ensembl:ENSG00000275042|miRBase:MI0000071	13q31.3	microRNA 17	ncRNA
406911	MIR125B1	MIRN125B1|mir-125b-1	MIM:610104|HGNC:HGNC:31506|Ensembl:ENSG00000207971|miRBase:MI0000446	11q24.1	microRNA 125b-1	ncRNA
406903	MIR10B	MIRN10B|hsa-mir-10b|miRNA10B|mir-10b	MIM:611576|HGNC:HGNC:31498|Ensembl:ENSG00000207744|miRBase:MI0000267	2q31.1	microRNA 10b	ncRNA
406900	MIR106B	MIRN106B|mir-106b	MIM:612983|HGNC:HGNC:31495|Ensembl:ENSG00000208036|miRBase:MI0000734	7q22.1	microRNA 106b	ncRNA
4010	LMX1B	LMX1.2|NPS1	MIM:602575|HGNC:HGNC:6654|Ensembl:ENSG00000136944|HPRD:03986|Vega:OTTHUMG00000020692	9q33.3	LIM homeobox transcription factor 1 beta	protein-coding
4004	LMO1	RBTN1|RHOM1|TTG1	MIM:186921|HGNC:HGNC:6641|Ensembl:ENSG00000166407|HPRD:01738|Vega:OTTHUMG00000165833	11p15	LIM domain only 1	protein-coding
399959	MIR100HG	AGD1|lncRNA-N2	MIM:615965|HGNC:HGNC:39522	11q24.1	mir-100-let-7a-2 cluster host gene	ncRNA
3975	LHX1	LIM-1|LIM1	MIM:601999|HGNC:HGNC:6593|Ensembl:ENSG00000273706|HPRD:09067|Vega:OTTHUMG00000188456	17q12	LIM homeobox 1	protein-coding
3945	LDHB	HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5	MIM:150100|HGNC:HGNC:6541|Ensembl:ENSG00000111716|HPRD:01026|Vega:OTTHUMG00000133760	12p12.2-p12.1	lactate dehydrogenase B	protein-coding
3932	LCK	IMD22|LSK|YT16|p56lck|pp58lck	MIM:153390|HGNC:HGNC:6524|Ensembl:ENSG00000182866|HPRD:01080|Vega:OTTHUMG00000007463	1p34.3	LCK proto-oncogene, Src family tyrosine kinase	protein-coding
3899	AFF3	LAF4|MLLT2-like	MIM:601464|HGNC:HGNC:6473|Ensembl:ENSG00000144218|HPRD:03272|Vega:OTTHUMG00000153011	2q11.2-q12	AF4/FMR2 family member 3	protein-coding
389692	MAFA	RIPE3b1|hMafA	MIM:610303|HGNC:HGNC:23145|Ensembl:ENSG00000182759|HPRD:14346|Vega:OTTHUMG00000165037	8q24.3	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog A	protein-coding
389421	LIN28B	CSDD2	MIM:611044|HGNC:HGNC:32207|Ensembl:ENSG00000187772|HPRD:13366|Vega:OTTHUMG00000015290	6q21	lin-28 homolog B	protein-coding
389	RHOC	ARH9|ARHC|H9|RHOH9	MIM:165380|HGNC:HGNC:669|Ensembl:ENSG00000155366|HPRD:01322|Vega:OTTHUMG00000011905	1p13.1	ras homolog family member C	protein-coding
388815	MIR99AHG	C21orf34|C21orf35|FLJ38295|LINC00478|MONC	MIM:615964|HGNC:HGNC:1274|Ensembl:ENSG00000215386|HPRD:10746	21q21.1	mir-99a-let-7c cluster host gene	ncRNA
387	RHOA	ARH12|ARHA|RHO12|RHOH12	MIM:165390|HGNC:HGNC:667|Ensembl:ENSG00000067560|HPRD:01323|Vega:OTTHUMG00000156838	3p21.3	ras homolog family member A	protein-coding
374897	SBSN	UNQ698	MIM:609969|HGNC:HGNC:24950|Ensembl:ENSG00000189001|HPRD:18498|Vega:OTTHUMG00000048102	19q13.13	suprabasin	protein-coding
3728	JUP	ARVD12|CTNNG|DP3|DPIII|PDGB|PKGB	MIM:173325|HGNC:HGNC:6207|Ensembl:ENSG00000173801|HPRD:01414|Vega:OTTHUMG00000133494	17q21	junction plakoglobin	protein-coding
3716	JAK1	JAK1A|JAK1B|JTK3	MIM:147795|HGNC:HGNC:6190|Ensembl:ENSG00000162434|HPRD:00992|Vega:OTTHUMG00000009310	1p32.3-p31.3	Janus kinase 1	protein-coding
3702	ITK	EMT|LPFS1|LYK|PSCTK2	MIM:186973|HGNC:HGNC:6171|Ensembl:ENSG00000113263|HPRD:01746|Vega:OTTHUMG00000130245	5q31-q32	IL2 inducible T-cell kinase	protein-coding
369	ARAF	A-RAF|ARAF1|PKS2|RAFA1	MIM:311010|HGNC:HGNC:646|Ensembl:ENSG00000078061|HPRD:02405|Vega:OTTHUMG00000021446	Xp11.4-p11.2	A-Raf proto-oncogene, serine/threonine kinase	protein-coding
367	AR	AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	MIM:313700|HGNC:HGNC:644|Ensembl:ENSG00000169083|HPRD:02437|Vega:OTTHUMG00000021740	Xq12	androgen receptor	protein-coding
3662	IRF4	LSIRF|MUM1|NF-EM5|SHEP8	MIM:601900|HGNC:HGNC:6119|Ensembl:ENSG00000137265|HPRD:03543|Vega:OTTHUMG00000016294	6p25.3	interferon regulatory factor 4	protein-coding
3636	INPPL1	OPSMD|SHIP2	MIM:600829|HGNC:HGNC:6080|Ensembl:ENSG00000165458|HPRD:02900|Vega:OTTHUMG00000167879	11q13	inositol polyphosphate phosphatase like 1	protein-coding
358	AQP1	AQP-CHIP|CHIP28|CO	MIM:107776|HGNC:HGNC:633|Ensembl:ENSG00000240583|HPRD:00140|Vega:OTTHUMG00000023944	7p14	aquaporin 1 (Colton blood group)	protein-coding
346389	MACC1	7A5|SH3BP4L	MIM:612646|HGNC:HGNC:30215|Ensembl:ENSG00000183742|HPRD:12381|Vega:OTTHUMG00000128415	7p21.1	metastasis associated in colon cancer 1	protein-coding
3417	IDH1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD	MIM:147700|HGNC:HGNC:5382|Ensembl:ENSG00000138413|HPRD:00984|Vega:OTTHUMG00000132943	2q33.3	isocitrate dehydrogenase 1 (NADP+)	protein-coding
331	XIAP	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	MIM:300079|HGNC:HGNC:592|Ensembl:ENSG00000101966|HPRD:02094|Vega:OTTHUMG00000022336	Xq25	X-linked inhibitor of apoptosis	protein-coding
330	BIRC3	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	MIM:601721|HGNC:HGNC:591|Ensembl:ENSG00000023445|HPRD:03426|Vega:OTTHUMG00000167324	11q22	baculoviral IAP repeat containing 3	protein-coding
329	BIRC2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MIM:601712|HGNC:HGNC:590|Ensembl:ENSG00000110330|HPRD:03419|Vega:OTTHUMG00000167325	11q22	baculoviral IAP repeat containing 2	protein-coding
3266	ERAS	HRAS2|HRASP	MIM:300437|HGNC:HGNC:5174|HPRD:02339	Xp11.23	ES cell expressed Ras	protein-coding
3239	HOXD13	BDE|BDSD|HOX4I|SPD	MIM:142989|HGNC:HGNC:5136|Ensembl:ENSG00000128714|HPRD:00872|Vega:OTTHUMG00000132431	2q31.1	homeobox D13	protein-coding
3235	HOXD9	HOX4|HOX4C|Hox-4.3|Hox-5.2	MIM:142982|HGNC:HGNC:5140|Ensembl:ENSG00000128709|HPRD:00865|Vega:OTTHUMG00000132516	2q31.1	homeobox D9	protein-coding
3198	HOXA1	BSAS|HOX1|HOX1F	MIM:142955|HGNC:HGNC:5099|Ensembl:ENSG00000105991|HPRD:00843|Vega:OTTHUMG00000023207	7p15.3	homeobox A1	protein-coding
3195	TLX1	HOX11|TCL3	MIM:186770|HGNC:HGNC:5056|Ensembl:ENSG00000107807|HPRD:01728|Vega:OTTHUMG00000019341	10q24	T-cell leukemia homeobox 1	protein-coding
3169	FOXA1	HNF3A|TCF3A	MIM:602294|HGNC:HGNC:5021|Ensembl:ENSG00000129514|HPRD:03801|Vega:OTTHUMG00000140253	14q21.1	forkhead box A1	protein-coding
3159	HMGA1	HMG-R|HMGA1A|HMGIY	MIM:600701|HGNC:HGNC:5010|Ensembl:ENSG00000137309|HPRD:02829|Vega:OTTHUMG00000014539	6p21	high mobility group AT-hook 1	protein-coding
3131	HLF	-	MIM:142385|HGNC:HGNC:4977|Ensembl:ENSG00000108924|HPRD:00797|Vega:OTTHUMG00000177840	17q22	hepatic leukemia factor	protein-coding
3087	HHEX	HEX|HMPH|HOX11L-PEN|PRH|PRHX	MIM:604420|HGNC:HGNC:4901|Ensembl:ENSG00000152804|HPRD:06829|Vega:OTTHUMG00000018762	10q23.33	hematopoietically expressed homeobox	protein-coding
2921	CXCL3	CINC-2b|GRO3|GROg|MIP-2b|MIP2B|SCYB3	MIM:139111|HGNC:HGNC:4604|Ensembl:ENSG00000163734|HPRD:00742|Vega:OTTHUMG00000160861	4q21	C-X-C motif chemokine ligand 3	protein-coding
2920	CXCL2	CINC-2a|GRO2|GROb|MGSA-b|MIP-2a|MIP2|MIP2A|SCYB2	MIM:139110|HGNC:HGNC:4603|Ensembl:ENSG00000081041|HPRD:00741|Vega:OTTHUMG00000160865	4q21	C-X-C motif chemokine ligand 2	protein-coding
2919	CXCL1	FSP|GRO1|GROa|MGSA|MGSA-a|NAP-3|SCYB1	MIM:155730|HGNC:HGNC:4602|Ensembl:ENSG00000163739|HPRD:01119|Vega:OTTHUMG00000160866	4q21	C-X-C motif chemokine ligand 1	protein-coding
29128	UHRF1	ICBP90|Np95|RNF106|TDRD22|hNP95|hUHRF1|huNp95	MIM:607990|HGNC:HGNC:12556|Ensembl:ENSG00000276043|HPRD:06992|Vega:OTTHUMG00000180251	19p13.3	ubiquitin like with PHD and ring finger domains 1	protein-coding
28992	MACROD1	LRP16	MIM:610400|HGNC:HGNC:29598|Ensembl:ENSG00000133315|HPRD:17448|Vega:OTTHUMG00000167843	11q11	MACRO domain containing 1	protein-coding
283120	H19	ASM|ASM1|BWS|D11S813E|LINC00008|NCRNA00008|WT2	MIM:103280|HGNC:HGNC:4713|Ensembl:ENSG00000130600	11p15.5	H19, imprinted maternally expressed transcript (non-protein coding)	ncRNA
2824	GPM6B	M6B	MIM:300051|HGNC:HGNC:4461|Ensembl:ENSG00000046653|HPRD:02082|Vega:OTTHUMG00000021162	Xp22.2	glycoprotein M6B	protein-coding
2823	GPM6A	GPM6|M6A	MIM:601275|HGNC:HGNC:4460|Ensembl:ENSG00000150625|HPRD:03174|Vega:OTTHUMG00000160760	4q34	glycoprotein M6A	protein-coding
2776	GNAQ	CMC1|G-ALPHA-q|GAQ|SWS	MIM:600998|HGNC:HGNC:4390|Ensembl:ENSG00000156052|HPRD:02998|Vega:OTTHUMG00000020059	9q21	G protein subunit alpha q	protein-coding
2771	GNAI2	GIP|GNAI2B|H_LUCA15.1|H_LUCA16.1	MIM:139360|HGNC:HGNC:4385|Ensembl:ENSG00000114353|HPRD:00764|Vega:OTTHUMG00000156940	3p21.31	G protein subunit alpha i2	protein-coding
2768	GNA12	NNX3|RMP|gep	MIM:604394|HGNC:HGNC:4380|Ensembl:ENSG00000146535|HPRD:05093|Vega:OTTHUMG00000023064	7p22.2	G protein subunit alpha 12	protein-coding
2739	GLO1	GLOD1|GLYI|HEL-S-74	MIM:138750|HGNC:HGNC:4323|Ensembl:ENSG00000124767|HPRD:00730|Vega:OTTHUMG00000014636	6p21.3-p21.1	glyoxalase I	protein-coding
27257	LSM1	CASM|YJL124C	MIM:607281|HGNC:HGNC:20472|Ensembl:ENSG00000175324|HPRD:06281|Vega:OTTHUMG00000164051	8p11.2	LSM1 homolog, mRNA degradation associated	protein-coding
27086	FOXP1	12CC4|HSPC215|MFH|QRF1|hFKH1B	MIM:605515|HGNC:HGNC:3823|Ensembl:ENSG00000114861|HPRD:18518|Vega:OTTHUMG00000158803	3p14.1	forkhead box P1	protein-coding
27043	PELP1	MNAR|P160	MIM:609455|HGNC:HGNC:30134|Ensembl:ENSG00000141456|HPRD:10144|Vega:OTTHUMG00000177831	17p13.2	proline, glutamate and leucine rich protein 1	protein-coding
2672	GFI1	GFI-1|GFI1A|SCN2|ZNF163	MIM:600871|HGNC:HGNC:4237|Ensembl:ENSG00000162676|HPRD:07527|Vega:OTTHUMG00000010897	1p22	growth factor independent 1 transcription repressor	protein-coding
266977	ADGRF1	GPR110|KPG_012|PGR19|hGPCR36	HGNC:HGNC:18990|Ensembl:ENSG00000153292|HPRD:08661|Vega:OTTHUMG00000014795	6p12.3	adhesion G protein-coupled receptor F1	protein-coding
25901	CCDC28A	C6orf80|CCRL1AP	MIM:615353|HGNC:HGNC:21098|Ensembl:ENSG00000024862|HPRD:09857|Vega:OTTHUMG00000015683	6q23.1-q24.1	coiled-coil domain containing 28A	protein-coding
256646	NUTM1	C15orf55|FAM22H|NUT	MIM:608963|HGNC:HGNC:29919|Ensembl:ENSG00000184507|HPRD:10606|Vega:OTTHUMG00000172348	15q14	NUT midline carcinoma, family member 1	protein-coding
2535	FZD2	Fz2|fz-2|fzE2|hFz2	MIM:600667|HGNC:HGNC:4040|HPRD:02813	17q21.31	frizzled class receptor 2	protein-coding
2534	FYN	SLK|SYN|p59-FYN	MIM:137025|HGNC:HGNC:4037|Ensembl:ENSG00000010810|HPRD:00655|Vega:OTTHUMG00000016305	6q21	FYN proto-oncogene, Src family tyrosine kinase	protein-coding
2475	MTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1|SKS	MIM:601231|HGNC:HGNC:3942|Ensembl:ENSG00000198793|HPRD:03134|Vega:OTTHUMG00000002001	1p36.2	mechanistic target of rapamycin	protein-coding
23492	CBX7	-	MIM:608457|HGNC:HGNC:1557|Ensembl:ENSG00000100307|HPRD:12234|Vega:OTTHUMG00000150418	22q13.1	chromobox 7	protein-coding
23476	BRD4	CAP|HUNK1|HUNKI|MCAP	MIM:608749|HGNC:HGNC:13575|Ensembl:ENSG00000141867|HPRD:10574|Vega:OTTHUMG00000183252	19p13.1	bromodomain containing 4	protein-coding
23326	USP22	USP3L	MIM:612116|HGNC:HGNC:12621|Ensembl:ENSG00000124422|Vega:OTTHUMG00000133621	17p11.2	ubiquitin specific peptidase 22	protein-coding
23263	MCF2L	ARHGEF14|DBS|OST	MIM:609499|HGNC:HGNC:14576|Ensembl:ENSG00000126217|HPRD:14371|Vega:OTTHUMG00000017377	13q34	MCF.2 cell line derived transforming sequence like	protein-coding
23081	KDM4C	GASC1|JHDM3C|JMJD2C|TDRD14C	MIM:605469|HGNC:HGNC:17071|Ensembl:ENSG00000107077|Ensembl:ENSG00000274527|Ensembl:ENSG00000282960|HPRD:12016|Vega:OTTHUMG00000019536|Vega:OTTHUMG00000187508	9p24.1	lysine demethylase 4C	protein-coding
2308	FOXO1	FKH1|FKHR|FOXO1A	MIM:136533|HGNC:HGNC:3819|Ensembl:ENSG00000150907|HPRD:00645|Vega:OTTHUMG00000016775	13q14.1	forkhead box O1	protein-coding
22954	TRIM32	BBS11|HT2A|LGMD2H|TATIP	MIM:602290|HGNC:HGNC:16380|Ensembl:ENSG00000119401|HPRD:03797|Vega:OTTHUMG00000021026	9q33.1	tripartite motif containing 32	protein-coding
22800	RRAS2	TC21	MIM:600098|HGNC:HGNC:17271|Ensembl:ENSG00000133818|HPRD:02518|Vega:OTTHUMG00000165756	11p15.2	related RAS viral (r-ras) oncogene homolog 2	protein-coding
2274	FHL2	AAG11|DRAL|FHL-2|SLIM-3|SLIM3	MIM:602633|HGNC:HGNC:3703|Ensembl:ENSG00000115641|HPRD:04026|Vega:OTTHUMG00000153120	2q12.2	four and a half LIM domains 2	protein-coding
2268	FGR	SRC2|c-fgr|c-src2|p55-Fgr|p55c-fgr|p58-Fgr|p58c-fgr	MIM:164940|HGNC:HGNC:3697|Ensembl:ENSG00000000938|HPRD:01288|Vega:OTTHUMG00000003516	1p36.2-p36.1	FGR proto-oncogene, Src family tyrosine kinase	protein-coding
2261	FGFR3	ACH|CD333|CEK2|HSFGFR3EX|JTK4	MIM:134934|HGNC:HGNC:3690|Ensembl:ENSG00000068078|HPRD:00624|Vega:OTTHUMG00000121148	4p16.3	fibroblast growth factor receptor 3	protein-coding
